,AAPL,GOOGL,TSLA,MSFT,AMZN,META,NVDA,JPM,AAPL_Return,GOOGL_Return,TSLA_Return,MSFT_Return,AMZN_Return,META_Return,NVDA_Return,JPM_Return,AAPL_Vol,GOOGL_Vol,TSLA_Vol,MSFT_Vol,AMZN_Vol,META_Vol,NVDA_Vol,JPM_Vol
2021-01-18,142.2965471653923,1734.7541202502503,832.8099306620019,201.509912924808,3464.0069499616097,256.5271282956078,515.8920295445957,157.67947577838484,0.011680337997428592,-0.011378511129212251,0.023760459961708006,0.005802026269876589,0.02905432045641622,-0.051336653649764724,0.029665849111942533,0.0039204125341620825,0.020053703043660793,0.016421508397991762,0.03750587082909726,0.016127365466799232,0.026565996155952145,0.026619176820777527,0.032614871204623336,0.013276363155656286
2021-01-19,141.12607329381032,1771.4253995494118,898.6353582393659,198.9116775171399,3275.950896901171,264.82136413539615,522.6898545553786,156.4297833280604,-0.00825961261623418,0.0209188470561855,0.07607190234709124,-0.012977681203339983,-0.055817819895548244,0.031821078724017536,0.01309077732301308,-0.00795709777931697,0.019549561349830595,0.016357057430353796,0.03650392028204549,0.015450665352832462,0.0271960429471655,0.032010658551270714,0.03275657566787493,0.012876913453091018
2021-01-20,140.00336879275034,1807.172479670616,854.5647023292295,199.6122325273135,3275.5142992299134,258.1370309869038,495.94868327235184,158.27678500643492,-0.007987142586325165,0.01997892491933469,-0.05028512479443704,0.0035157525765366323,-0.00013328245173606997,-0.025564929298640328,-0.052515815613156554,0.011738063778508822,0.018867470929146028,0.01766585368862558,0.045349411305684595,0.015551253302821049,0.03327828352350878,0.032157937844066606,0.031210573003812025,0.012831571642755179
2021-01-21,140.736711712887,1828.9232406048322,874.4005226186916,203.65921441438368,3391.8216538329334,265.316980146575,490.21054075395404,155.50502562029828,0.005224366872048394,0.011963942673593162,0.02294631534214596,0.020071432190814923,0.03489224338744863,0.027434690884138142,-0.011637486399133316,-0.017667254047821872,0.018285358471024835,0.01849160689010565,0.04633620993301609,0.014863622063875133,0.030567269882156956,0.03142994137145268,0.035818522124848796,0.013224473745627015
2021-01-22,136.17195621970737,1794.3847631578353,840.4654943641162,205.7475547254754,3374.0966065824073,264.8856622117345,470.94171778514675,153.15273176712677,-0.03297238095299076,-0.019065187712031403,-0.03958263624578436,0.010201875401410002,-0.0052395217081115,-0.0016269931363132057,-0.04010062890186394,-0.015242379879278475,0.01765155995693206,0.018094806131791402,0.04380771038221938,0.016210217987884825,0.031281091536745305,0.031075268482775722,0.033714802167892494,0.0144647552525981
2021-01-25,131.37193199377123,1785.0606682873083,861.8870890119897,204.549605150208,3448.015968412152,265.23865226440194,491.45663197954025,153.98733942982165,-0.0358859951643456,-0.005209810367969857,0.025168376554333714,-0.0058394407590282495,0.021671367630558887,0.001331725767701136,0.04263935471335199,0.005434717220058954,0.021268256651331485,0.018677789337390588,0.043506438086458446,0.01585650254714702,0.028901959074492802,0.028903891001405276,0.03522157540378985,0.014991091930599535
2021-01-26,129.68602389086925,1825.2224172609401,830.3884560035242,205.4960579971682,3484.243940267947,264.0464719917068,481.58627397003806,155.1969500488664,-0.012916147565938571,0.02224944959030055,-0.037230664273913465,0.004616337217091032,0.01045208983690694,-0.004504877368460766,-0.02028830694468239,0.007824568269611008,0.024393476384677936,0.017763985201414804,0.04161448306459884,0.01522687750915709,0.028055406197767856,0.027039118995354626,0.03681256150684901,0.014377645582871
2021-01-27,126.76782047411695,1831.4122482815997,816.9723070937351,204.91677018324316,3517.866814878348,272.47280617481846,464.1073723674557,152.5690536084212,-0.02275910026871102,0.0033855375223765085,-0.01628841214571044,-0.0028229536644448863,0.009603713568451733,0.03141369734326108,-0.036969461275306086,-0.017077651702293598,0.02326064019530927,0.01895001417544499,0.04142258459981168,0.014638402383401824,0.02635282870644472,0.02550363215017987,0.035155000463073245,0.014037696901421917
2021-01-28,127.80818871356992,1910.5049662703566,808.3894978068266,205.08301403013178,3496.320151787337,263.6248345170974,465.16095960450104,151.7583103676498,0.008173386286612601,0.042280197759766935,-0.01056120432682173,0.0008109460658287122,-0.0061437572074857175,-0.033011804191767455,0.002267563958104869,-0.005328112123595262,0.023463640011573143,0.017927679979488863,0.039178581744074445,0.014079119985973831,0.024855823498944933,0.027034630742761256,0.03582890461756956,0.014963036977387984
2021-01-29,125.36397718776226,1929.683017756138,838.9284872328456,204.32149920768163,3400.163478430301,268.36112059512175,455.8580463839843,150.5044947560102,-0.01930929065649045,0.009988162560918591,0.037081473004128875,-0.0037201138534606482,-0.02788751784113357,0.01780652732396291,-0.020202036118055766,-0.008296242751730949,0.02214620867287864,0.023614902835885708,0.036975665910252795,0.01357482746453194,0.02341605074179338,0.02847215990959065,0.03343261284766018,0.014348250670014953
2021-02-01,121.60927192089059,1939.2902862844016,869.367661239517,204.02043883620073,3309.7313754841803,276.7645038017966,478.83451418713884,149.53837932911023,-0.03040810770068188,0.0049663244068719305,0.035640654104231076,-0.0014745506056649473,-0.02695648170463859,0.030833439408204894,0.0491735965938785,-0.006439871426602153,0.022097306458359865,0.022214756749965973,0.03771624638837613,0.013232408685339756,0.024570433320857923,0.027542548433917596,0.03233280100694202,0.014054251470676583
2021-02-02,126.0381389483463,1928.2356699003121,829.9068243641734,204.72197504540273,3371.701362692223,282.61322327226463,466.9270558383891,151.53968743243615,0.03577133524166083,-0.005716650186604159,-0.04645268653412224,0.003432660150920092,0.018550441713100912,0.020912282825715073,-0.02518200773367842,0.013294476088643141,0.023860652008320694,0.020758034364680843,0.03809265844030281,0.012884232868742478,0.025305389559215595,0.02849524043149441,0.03590312531048284,0.013665225176318426
2021-02-03,125.39453729658197,1934.6288927076514,832.5685935911118,202.30592915074652,3375.349802526783,301.6924146272065,445.2221268502794,153.11649824594886,-0.005119486194577127,0.0033100972302426363,0.0032021784775396476,-0.011871786902100787,0.0010814917808762647,0.06532874310909333,-0.04759972903271617,0.010351504205050337,0.026218368277897,0.01954530137786616,0.04008763293804302,0.01265583812513199,0.02474485857218827,0.02788694170658274,0.03487617457051508,0.014085530429001075
2021-02-04,125.70157777562048,1930.5511431123925,811.4917288523743,199.74607980147053,3366.5380693291468,296.0875965677639,411.22239943369533,153.13662009976858,0.0024456024099261684,-0.00210999284397429,-0.02564141868019246,-0.012734093518600506,-0.0026140269262170668,-0.018752658850211528,-0.07943913309959358,0.00013140668710526655,0.024369112395793542,0.01842982789698109,0.03754534250357187,0.013224110161253546,0.02320391915769607,0.03639810318724262,0.03745581627379965,0.014046166020275013
2021-02-05,121.79596606644388,1955.9342396748832,775.6129066134387,196.09829229886915,3337.414482530062,306.1182891619275,411.12763379528104,152.07878888576607,-0.031563432027452425,0.013062422719396036,-0.045220630442596346,-0.018430934082717544,-0.008688537034484118,0.03331624824900805,-0.0002304751869751777,-0.006931730302537973,0.022715194404608785,0.017458369211358696,0.03672661906245053,0.013777708165970308,0.021912609656021438,0.0342798317469061,0.04646436180914949,0.013429013889817642
2021-02-08,120.27586418441041,1990.1081384233216,769.8727765819639,191.54647627913874,3318.0150667622206,305.1624201660814,401.87845036609707,149.45521083274477,-0.012559262773548335,0.01732102692687787,-0.007428288063280274,-0.02348554969711892,-0.005829667511293395,-0.003127433142775302,-0.022754030176391028,-0.017401979631307355,0.02454020337474972,0.01737324832928842,0.038836985604582715,0.015113407740133852,0.02106783261087081,0.03419183164566331,0.04262813041275692,0.013190074449767166
2021-02-09,120.68435801403378,1963.7456496544219,761.9979019736769,187.74089075354917,3391.0118425172436,317.4539944738261,379.86379298202604,152.6022598389722,0.003390553156270926,-0.013335282916553937,-0.010281473610839156,-0.020067703639330046,0.02176162280030656,0.039488748537879516,-0.05633693168029449,0.020838172794401845,0.023354603990466585,0.017856833484107493,0.03657083647133482,0.01706070723920924,0.020213377012007958,0.03161063439315456,0.04026646104861745,0.014391205142571832
2021-02-10,117.7792549714708,1919.2949210848017,829.8938895067993,188.40807888845563,3369.1013722851394,317.53193053172373,400.3524578093659,154.10882784617507,-0.02436637388509975,-0.02289580526658574,0.08535404628272375,0.0035474712863363357,-0.006482301777925192,0.00024547334112451125,0.05253255470680749,0.009824099516553983,0.021864912523196587,0.017724775519960594,0.03476056917129016,0.017856682071566442,0.021125807019356225,0.03310271823511373,0.0431646590276859,0.015916024791884156
2021-02-11,118.87936286009813,1854.6648465014002,847.6958591108355,185.73157244967578,3280.6248602054443,313.9368247106127,412.9573670212989,152.49315873540618,0.009297069531862753,-0.03425388599800343,0.021224066100087768,-0.014307770312671777,-0.02661214328495413,-0.0113866114032631,0.03099905642991293,-0.01053929287295555,0.022616753661034154,0.01903593492863452,0.04671118407634986,0.01681001363958724,0.020291446799730137,0.030645407522446905,0.04465983236404574,0.015480078030726147
2021-02-12,117.44809324126746,1877.129270840125,798.6419654404438,187.47268471378348,3336.7413097877293,326.16167432677304,412.9544625667484,154.2313223710925,-0.012112745102818354,0.012039622223470912,-0.05960917274091343,0.00933068078764718,0.016960764562300022,0.0382014214733779,-7.033328368438599e-06,0.01133383442893006,0.02149835719800853,0.02232247210280256,0.04399564662014694,0.016803811786273763,0.022000572176965355,0.028866261269184384,0.04277548043399949,0.01519433304917284
2021-02-15,116.83182190863887,1834.85521136514,778.522998518348,187.70991692682642,3323.8103002028406,321.4230291801524,436.2941153551957,154.13006076082004,-0.005260995195999026,-0.02277805171330543,-0.025514209080027123,0.0012646228456338142,-0.00388286934429625,-0.014635088506171085,0.0549792656743188,-0.0006567723421384661,0.02077862552863903,0.02127855925848607,0.04694658196768201,0.016265107224760482,0.021880819707491662,0.030789789250929442,0.03941818601239452,0.015048673558713036
2021-02-16,115.54493979182232,1752.1973797031653,815.5685191174981,182.22864383125207,3327.9803627936317,308.5848710713172,449.2230608328957,153.56112851725453,-0.011075937741889271,-0.046094928688747136,0.04648690659234854,-0.029635592718576412,0.0012538167084200158,-0.040761189112785645,0.02920296668134268,-0.0036980772396030988,0.019737090303673852,0.021735860076648104,0.04453460987260952,0.015410478936996715,0.020824930204184015,0.02920679321717534,0.04226633008577025,0.014273568691388178
2021-02-17,119.83201979722128,1771.9183406058662,897.0021263584271,184.5958362121719,3438.168703808399,303.74868111268665,434.9906873732973,154.5408899162061,0.03643138368154177,0.011192122124989106,0.09517279305651088,0.012906582685537012,0.032573353752099715,-0.015796261701590396,-0.03219493658638625,0.006360001836486411,0.01923651856375348,0.027001286233074205,0.04509235028120939,0.01863669880159296,0.0198891423359092,0.031530153769176464,0.04058418554787285,0.013694494398871835
2021-02-18,119.89048484985247,1888.0733599931098,821.9198606637267,187.45953030000658,3438.613425971221,309.5818625768209,417.9816169961672,153.07825708737164,0.0004877727593942493,0.06349415495549764,-0.08741533538460537,0.015394217630053749,0.00012934019285560045,0.019021903961810527,-0.039887169442669214,-0.009509446113281817,0.023132699252479422,0.025188193786800647,0.05574796071457004,0.01812314032583282,0.02289139341511038,0.029920707878125143,0.0395365398655162,0.013364085639376988
2021-02-19,117.27172290255159,1889.0074356827479,733.2194400779288,184.26520559392435,3462.2606520712684,322.4340398131176,432.30999636078855,152.43691715367206,-0.0220850397101086,0.0004946019210124736,-0.11419786756163092,-0.017186929081376093,0.0068534270849367005,0.04067603101462347,0.033705461992578796,-0.004198422401467234,0.02163638389621174,0.033833153001457755,0.061277926108241065,0.017997384884534777,0.02162441266996887,0.028861287782985905,0.03973862517189381,0.013376975098597343
2021-02-22,119.51693832346304,1939.772721474473,838.6817687493959,185.80505343509012,3380.718339774123,323.7178377387718,439.57797563898987,152.7383867130886,0.018964444495686048,0.026519287515044725,0.13438630661098389,0.008321969628499218,-0.0238335298938225,0.003973677581171328,0.01667220528997347,0.0019757146378550218,0.022083225156959336,0.030792571965899185,0.07129277891796063,0.018139274236664,0.02072528885391395,0.03125796011993196,0.03903505334518955,0.01297300207469212
2021-02-23,116.44246086473113,1945.892671418737,867.1304657525939,183.20073497414091,3366.553010259376,336.54273964200183,442.8599713756728,151.84405463730755,-0.026060851778440086,0.0031500164764272573,0.03335810874678049,-0.014115560161600522,-0.0041988381944003264,0.038852888141380534,0.007438508012695271,-0.005872529237210232,0.022001876963587966,0.02994055580923483,0.08305167169514034,0.017297829130875686,0.021845723850275493,0.029094957874437128,0.03675163501280029,0.012558843239467082
2021-02-24,117.09689528965534,1941.9852039776692,812.4217658797851,183.63674746031586,3411.5623222358236,322.792327692335,430.69048418128534,153.170731749937,0.005604504086225211,-0.002010077930401616,-0.06516982356979553,0.00237714362556481,0.013280970105721211,-0.04171598520666806,-0.02786393040310196,0.008699155176859548,0.023003070909106114,0.02740507063123518,0.07620681498370212,0.017171466737414768,0.020804640269935205,0.03108287786726337,0.034334324678221215,0.012403734306937158
2021-02-25,112.32612793800989,1988.8359523836457,845.8371567374136,180.03996074361626,3306.3737412118885,318.2481822425111,440.18806132541084,156.86217616930588,-0.041595260285368724,0.02383876815724697,0.04030723353246811,-0.019780777342987565,-0.03131830300844765,-0.014177642428765297,0.021812349729227756,0.023814367974207596,0.0216338759104181,0.025176107305048854,0.07352243742957593,0.016196760098976522,0.020521307717869416,0.033112682622726465,0.03390481490163225,0.012527305972328377
2021-02-26,108.60595067847521,1975.8413879176649,706.8433789032371,174.7095882044987,3323.7258850047665,315.55872004835965,429.9041923171833,155.12804154825255,-0.03368029618215662,-0.006555192204831257,-0.17951774272965357,-0.030053730921640175,0.005234365813427635,-0.008486743602022702,-0.023639672403576895,-0.011116710598049452,0.02596044146883929,0.02499424200323973,0.06848824720873549,0.017151090432009443,0.023074329283004756,0.031141782738058173,0.032878503142899876,0.015268114953756145
2021-03-01,109.28017385957585,1989.5331054661892,707.7734958681391,173.50443696737014,3333.060865448947,314.6643438292545,429.0080075403602,151.34075772077006,0.006188786316566565,0.006905664008498287,0.0013150091951026374,-0.006921927101614745,0.002804652428645209,-0.0028382865394258345,-0.0020867909483396497,-0.0247168824136245,0.027373526803159538,0.023208086702258605,0.09332204990136257,0.01991009627681708,0.021873489097735222,0.029140216681220913,0.03222765725020059,0.015084079540064995
2021-03-02,111.43846103942523,2004.8666250058732,728.3103728640356,173.2245434354853,3337.925617482515,315.54420690210833,448.8104084650648,146.27454381960897,0.01955753283159785,0.007677546511833994,0.028603172275012054,-0.0016144805222574644,0.001458480813403364,0.0027922935781063774,0.045124961357577306,-0.03404867497834247,0.025400652297243333,0.021689754724601717,0.08420192032021244,0.018706055389143657,0.020792775945837994,0.02725857962467574,0.030357053841544576,0.017209363901496966
2021-03-03,112.00205613905685,1979.0658970987317,782.7592598039129,172.14428649784378,3409.453397305627,321.34745764706514,439.4658290956782,145.87543508592213,0.005044709903082377,-0.012952573105506583,0.07209789627940386,-0.00625569169468275,0.021202442968594255,0.01822417117992324,-0.02104058110194459,-0.0027322198239534347,0.02476951903588797,0.020435216565451716,0.07692328599402282,0.017490688627978052,0.019864307190776,0.025653336352953783,0.03365531005620325,0.020816498381871006
2021-03-04,111.79235480110475,2019.7171475854211,726.1153475917481,168.90812811458594,3435.2825124769956,317.91395188280137,418.00173603027514,144.08335754883055,-0.0018740539448248114,0.020332511414438967,-0.0751163067873478,-0.018978053657888298,0.00754718315325477,-0.010742205709462087,-0.0500743789060867,-0.012361069235234187,0.023122297102933172,0.019789993263504505,0.07507309464569802,0.016619548812514227,0.020772676724752782,0.02527435449441777,0.03259677628155071,0.019242687901665695
2021-03-05,111.15522429094834,2014.0037284377318,731.4659602534678,167.85854909000278,3540.7545175328514,319.1496653708296,402.82425035019156,144.69585946712306,-0.005715534092778467,-0.0028328301060513757,0.0073418020209015614,-0.006233291438740405,0.030240677425520498,0.003879408600120445,-0.03698522222204801,0.004242014665065866,0.0216388380090352,0.020192244049594552,0.07401111108172333,0.017337603648759754,0.020053610016183738,0.024307275528393894,0.0362788695053212,0.01848362072323675
2021-03-08,107.9259456984746,1986.7292022596173,688.065315171631,168.7236515236108,3464.474882985303,318.97543636337673,418.3036766975177,145.08575549717696,-0.02948233751780068,-0.013634975993505806,-0.06116691693601771,0.00514052339699684,-0.021778772745288517,-0.0005460653759228285,0.037707304551700536,0.002690966197986145,0.020481492811801345,0.018968002392665707,0.06717663998279513,0.016489453858428156,0.022523157092603725,0.023182588003793032,0.03671663243666882,0.017277574809421856
2021-03-09,106.27745956298432,2008.121652983539,700.3767881576807,168.72269463762788,3477.371270067284,312.6444582112356,422.79040478233725,141.42293740839202,-0.015392086595978504,0.010710114588288895,0.01773469075560326,-5.671337050960445e-06,0.003715553941767839,-0.020047469184083698,0.010668891250358008,-0.025570028050734273,0.022493876323722503,0.018657839568558293,0.06552762414906486,0.015718950917877623,0.022921198172829508,0.02219213007694629,0.03717209975875397,0.016198699574284985
2021-03-10,105.29414297295692,1977.0886959823258,664.3851824108507,169.30189257271965,3485.8409938843956,311.99359940235684,421.40271752696196,136.88776750784294,-0.009295422055790793,-0.015574377041045657,-0.05275638374620711,0.003426960782446036,0.002432707110764935,-0.0020839557772546415,-0.0032876091230539233,-0.03259358195680872,0.021916136226996178,0.018113474682318394,0.06003976606988421,0.014942166482526095,0.021697369926021594,0.02273274429066366,0.03482076659777324,0.01817944565974587
2021-03-11,107.73363881823666,1979.4881904778456,649.3570734684503,167.79886988656875,3411.808634548419,311.17221477651907,414.96802739653185,137.80130382934755,0.02290407823628101,0.0012129145261404,-0.02287931963012407,-0.008917408760663607,-0.021466791236896796,-0.002636168681995474,-0.015387475310781603,0.006651445469529893,0.020909671264166152,0.01820061963467423,0.05851328235262226,0.014351873758638086,0.02063754827852175,0.021830564837859646,0.03258235542785663,0.021124512617165952
2021-03-12,108.62473391780438,1980.5627092321156,615.8400731204867,170.73831012086765,3484.4622837780944,310.24580528986206,421.810141120776,138.22378893120504,0.008237260494024455,0.0005426792775412621,-0.052995447380718354,0.017365975023375592,0.021071195788790274,-0.002981600607167372,0.016353835397304214,0.003061210323728445,0.021643959939864257,0.01725197722917665,0.05422234649434459,0.014223538629954981,0.021406779021140222,0.02109031191590075,0.031221852405770703,0.01965024899779548
2021-03-15,104.831616500924,2017.6676362838432,638.4394478081936,167.8197880559899,3669.038223165908,310.6029866723898,411.6368772752442,137.20906453583828,-0.03554372347560517,0.018561207892813573,0.036039527637716035,-0.01724132063391806,0.0516158253495133,0.0011506229103096163,-0.024413715360584013,-0.007368249455102437,0.020614234658840026,0.01644836617334879,0.05381289718965691,0.015253976668499694,0.021945374096683182,0.020485958525172487,0.030165550615702377,0.018243121438975433
2021-03-16,105.73005010193982,2035.7642510992098,667.8640357137697,169.25336675573078,3669.4384791335183,311.22808625976893,415.94333848255394,133.40001392671087,0.008533738052606902,0.008929092952814082,0.0450577775629839,0.008506090283237977,0.00010908421031959341,0.0020105132250609363,0.010407450532154661,-0.02815354327520561,0.023863377343375354,0.01733541939452543,0.05132240695844381,0.01601051260711979,0.02886708453189233,0.019960916494949056,0.030122629032256532,0.01723057888971397
2021-03-17,104.90159538131397,2036.3295896804566,660.6826151291727,172.51161314245815,3721.560650407978,308.7643890628096,407.7501440142118,134.68357352277027,-0.007866424732424104,0.00027766481175689993,-0.010811047585257985,0.019067752970586126,0.014104462587210998,-0.007947548600966107,-0.0198944507201711,0.00957588949432072,0.022505384363712452,0.0168752101501365,0.05034105742476809,0.015540986035003788,0.026740393422720526,0.019541158470492103,0.028846931861791512,0.019465548513773166
2021-03-18,103.48139123277711,2064.81550032022,662.5219919836823,174.01049655894204,3731.8286927334357,316.65258093635464,397.9103378692904,137.9318093230123,-0.013630922190731384,0.013891909759987102,0.0027801868726889485,0.008651065676109671,0.002755269676266515,0.025226722575281926,-0.024427896524242862,0.02383130031764286,0.021318441687829353,0.016131637819860982,0.04655544503705926,0.016533441204245432,0.025500574347504516,0.019428330571868907,0.02854968927483575,0.01842228845976421
2021-03-19,104.888425903355,2113.9632277853575,623.0456867329634,173.56954211584892,3671.0045131228126,308.9639680917385,391.13134867980705,138.7359594797758,0.01350537305454606,0.023523616352958854,-0.06143390321805126,-0.002537284254523663,-0.01643304575022316,-0.02458055170240028,-0.01718326446838648,0.005813126876026586,0.020771400308197095,0.016417416499494648,0.04309973301467165,0.01598467650730683,0.023869691248326348,0.021445888949432446,0.028837061664490102,0.019472909410261786
2021-03-22,107.19368997673685,2137.02229973788,615.0138960245539,172.30210791791902,3520.3848465838596,304.0727812841349,387.4660726572735,136.66817170025067,0.021740210004408976,0.01084891866697325,-0.012974986825309866,-0.0073289607344949595,-0.04189501886306175,-0.01595757711056106,-0.00941514317341149,-0.015016671157174599,0.020310591370318716,0.018194211457562053,0.04663355292532958,0.015197814913428694,0.023339161877125775,0.02282698952039596,0.028276325557290163,0.01819132285821257
2021-03-23,109.39796706023122,2138.9116323180965,614.2878951297387,175.08337958681358,3455.1807512620053,324.0865876101117,387.4153377967452,136.83203902919783,0.020354922437842413,0.0008837052831934321,-0.001181159881886231,0.016012937779347872,-0.018695543348349337,0.06374364092819856,-0.000130948710129052,0.0011982977864509348,0.0209978953017921,0.017744811069334492,0.04344540423588157,0.014779577542387123,0.02733956972104334,0.022749808802215,0.027256874504679812,0.01791827122692894
2021-03-24,107.54330367091302,2093.575409052225,683.5922675551475,171.39526207769566,3332.3536424703752,313.34466157973503,390.27705944727285,133.79548527375465,-0.01709871588351999,-0.02142379023957008,0.1068979369874551,-0.021289951942337623,-0.036195917833435697,-0.03370698587849839,0.007359553924622446,-0.022441776420694875,0.021327862429263867,0.016864750106753208,0.040406828509242244,0.015453506278962616,0.026434639380724174,0.03295498147848574,0.026160128790695854,0.01672025545998576
2021-03-25,106.92745068467374,2054.968042729714,642.9227379944709,168.73090799028898,3499.4195044235876,299.7261129452366,355.78976803400656,136.41312193419117,-0.005743017790689068,-0.018613029548875535,-0.06133708144071827,-0.015667177777681396,0.04891824499294108,-0.044434639112213487,-0.09251687855719748,0.019375537869608567,0.021160271391716248,0.018132364853072822,0.05606018883277453,0.016871217890454926,0.02835407902792596,0.033192601253138686,0.02540878442137776,0.01793595699858849
2021-03-26,107.72717814329643,2044.7414945465878,699.1492776528935,167.709532486081,3488.4803400870646,307.73326023018365,343.9252991116947,136.6726369136084,0.007451329265174002,-0.0049889238743161925,0.083839719929336,-0.0060716758100280025,-0.0031308901145810112,0.026364268724069596,-0.03391553713770626,0.0019006121639831234,0.020078670431542364,0.018638477794070456,0.056577658589966995,0.017033187118486844,0.0324116065938717,0.035214550903210295,0.04347862674133951,0.018334954674737204
2021-03-29,109.85798091131352,2024.19070557441,743.827299906782,171.23104473461078,3454.731770294864,286.8689309707017,338.70449460144084,132.65813413740563,0.01958654622700227,-0.010101403861519226,0.061944605799676415,0.02078027362817725,-0.009721389766141111,-0.0702079445987941,-0.015296450156527676,-0.02981315580901326,0.019257485589024875,0.01772139068463884,0.06113664986644851,0.016224467874233064,0.02983756297912353,0.034041340691210654,0.04212899637483723,0.01708737251099233
2021-03-30,108.90483094729694,2019.070458287547,757.3701768767821,172.4835835224263,3543.4279953154287,284.2183153117322,359.7776969662637,131.9261211506578,-0.008714058731922377,-0.002532732770127633,0.018043254927662518,0.007288280621823445,0.025349799865884343,-0.009282766196479641,0.06035830239574825,-0.005533321350958109,0.01985511319369837,0.017289994338752997,0.060730734341565236,0.017348188725365667,0.027835228478931433,0.04158032736237367,0.0393062218554456,0.01973337980066791
